family,repository,commit,literal_raw_path,class,tree_hash,scan_hash,spdx,license_path,license_sha256,security_disposition,legal_disposition,sdk_compatibility_disposition,maintenance_owner,phase,zero_code_graph_proof,cord_destination_path,external_repo_identity,external_head,external_status_sha256,external_modified
browse,https://github.com/paritytech/browse.git,1054df0f0e89f4686c2f8a484a3ed1502ea4e571,raw/decentralized-web/2026-07-09-browse-sdk.md,reference-only,4f0f18bc055605593b9b3c955d94a6304b72812c,0694ffea27c7cabb888867400a72caf3db09ce523cdb9d5bb0091c8340c9777f,reference-only; repository license recorded,LICENSE,c401dd88d8016f5006d2aff58b51fecd312e5630d10b63fa9a79c517d7f4f225,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references packages/browse-sdk/README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/browse.git,1054df0f0e89f4686c2f8a484a3ed1502ea4e571,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
browse,https://github.com/paritytech/browse.git,1054df0f0e89f4686c2f8a484a3ed1502ea4e571,raw/decentralized-web/2026-07-09-browse.md,reference-only,4f0f18bc055605593b9b3c955d94a6304b72812c,1f18fd20715709688adbf9b9d6f22071b434db982192e7bfc07ef7bcb856c088,reference-only; repository license recorded,LICENSE,c401dd88d8016f5006d2aff58b51fecd312e5630d10b63fa9a79c517d7f4f225,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/browse.git,1054df0f0e89f4686c2f8a484a3ed1502ea4e571,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
product-sdk,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,raw/decentralized-web/2026-07-09-product-sdk-contracts.md,reference-only,ab3c2205b0ab89bf13b3ea0bc3ca3913ac1f6add,4b3377a276d4f4491ec5fab373038bc13a9142bf791a8f8ab282500d606835c3,reference-only; repository license recorded,LICENSE,47bd7129b351af036270ce70e3d6e62f7618e07238c707a845b59856f3757737,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references product-sdk/packages/contracts/README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
product-sdk,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,raw/decentralized-web/2026-07-09-product-sdk-descriptors.md,reference-only,ab3c2205b0ab89bf13b3ea0bc3ca3913ac1f6add,4e06671832c26e5b6e4a8a683679a4c021c31877cd8c7594595431935e969708,reference-only; repository license recorded,LICENSE,47bd7129b351af036270ce70e3d6e62f7618e07238c707a845b59856f3757737,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references product-sdk/packages/descriptors/README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
product-sdk,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,raw/decentralized-web/2026-07-09-product-sdk-overview.md,reference-only,ab3c2205b0ab89bf13b3ea0bc3ca3913ac1f6add,0eceea982d6c762dbec224316177c381006b2bbf98abf7d691ceb068c9b1baf3,reference-only; repository license recorded,LICENSE,47bd7129b351af036270ce70e3d6e62f7618e07238c707a845b59856f3757737,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/content/index.mdx; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
product-sdk,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,raw/decentralized-web/2026-07-09-product-sdk-packages.md,reference-only,ab3c2205b0ab89bf13b3ea0bc3ca3913ac1f6add,22953380ab64b236849ed51949ff0bdb58d8f6c4f3b0f66f98e0dfe6ff71f204,reference-only; repository license recorded,LICENSE,47bd7129b351af036270ce70e3d6e62f7618e07238c707a845b59856f3757737,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references product-sdk/README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
product-sdk,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,raw/decentralized-web/2026-07-09-product-sdk-quickstart.md,reference-only,ab3c2205b0ab89bf13b3ea0bc3ca3913ac1f6add,1d1e40c1063ccc03112365c7aaa6f59bebd41ba1278a47bbf6bf708b19d9be11,reference-only; repository license recorded,LICENSE,47bd7129b351af036270ce70e3d6e62f7618e07238c707a845b59856f3757737,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/content/getting-started/quickstart.mdx; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
product-sdk,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,raw/decentralized-web/2026-07-09-product-sdk-releases.md,reference-only,ab3c2205b0ab89bf13b3ea0bc3ca3913ac1f6add,3ac302d06f82cdcbc19c169ac0316e3c0f68724c8b04043fa4b7387ad51eecf8,reference-only; repository license recorded,LICENSE,47bd7129b351af036270ce70e3d6e62f7618e07238c707a845b59856f3757737,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references product-sdk/RELEASES.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
product-sdk,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,raw/decentralized-web/2026-07-09-product-sdk-truapi-migration.md,reference-only,ab3c2205b0ab89bf13b3ea0bc3ca3913ac1f6add,f3f5e0ab9fe136cde27b3e2c7438240db4c0c7353c6e76571b85e91153b63927,reference-only; repository license recorded,LICENSE,47bd7129b351af036270ce70e3d6e62f7618e07238c707a845b59856f3757737,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/content/guides/migrating-to-truapi.mdx; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
product-sdk,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,raw/decentralized-web/2026-07-09-product-sdk.md,reference-only,ab3c2205b0ab89bf13b3ea0bc3ca3913ac1f6add,e7c553d82e77e8f6251f2c8ae329fca2b9d1e8f2de0cc2021f9a4f4b42501e3d,reference-only; repository license recorded,LICENSE,47bd7129b351af036270ce70e3d6e62f7618e07238c707a845b59856f3757737,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
dotli-community,https://github.com/paritytech/dotli-community.git,0dd3c507a7fda250468381b798fa1d41cf6fe97c,raw/decentralized-web/2026-07-10-dotli-community.md,reference-only,6910e73174f957b278fbce3b0a5eec573455d883,2736e3186b6ef095b56a54e4397de034b13df709e27655ef6ba70228b12a47fc,reference-only; repository license recorded,LICENSE,6aec45530bb46c17ceaa481668086f1135a954570b05907c9b9fec7ffca3a3e2,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/dotli-community.git,0dd3c507a7fda250468381b798fa1d41cf6fe97c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
dotli-community,https://github.com/paritytech/dotli-community.git,0dd3c507a7fda250468381b798fa1d41cf6fe97c,raw/decentralized-web/2026-07-10-dotli-deployment.md,reference-only,6910e73174f957b278fbce3b0a5eec573455d883,a2fa45d106e4115a88eaf914a52131fe8c8899b4ab2674a50a4a181e3f9c99d0,reference-only; repository license recorded,LICENSE,6aec45530bb46c17ceaa481668086f1135a954570b05907c9b9fec7ffca3a3e2,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references DEPLOYMENT.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/dotli-community.git,0dd3c507a7fda250468381b798fa1d41cf6fe97c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
dotli-community,https://github.com/paritytech/dotli-community.git,0dd3c507a7fda250468381b798fa1d41cf6fe97c,raw/decentralized-web/2026-07-10-dotli-resolution-design.md,reference-only,6910e73174f957b278fbce3b0a5eec573455d883,4f33646bbe5a803c80e8438643cbc1702e92777ddbec47c09fa1bee1f5cb1b78,reference-only; repository license recorded,LICENSE,6aec45530bb46c17ceaa481668086f1135a954570b05907c9b9fec7ffca3a3e2,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/resolution-design.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/dotli-community.git,0dd3c507a7fda250468381b798fa1d41cf6fe97c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
dotli-community,https://github.com/paritytech/dotli-community.git,0dd3c507a7fda250468381b798fa1d41cf6fe97c,raw/decentralized-web/2026-07-10-dotli-smoldot.md,reference-only,6910e73174f957b278fbce3b0a5eec573455d883,197c18d2a495eae8a75f69d187a69ec425ffc86c1e1b4a1898a4c4c45160cd9c,reference-only; repository license recorded,LICENSE,6aec45530bb46c17ceaa481668086f1135a954570b05907c9b9fec7ffca3a3e2,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/smoldot.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/dotli-community.git,0dd3c507a7fda250468381b798fa1d41cf6fe97c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-app-deploy,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,raw/decentralized-web/2026-07-10-polkadot-app-bootstrap.md,reference-only,394d0c1f8c8b6b8fb5ad32500af956f2b710f9a1,929e09f211f3cc64dd7a5bcb08ddbc7de9718c127aeebd0081786a7cf1bd2c6d,reference-only; repository license recorded,LICENSE,7f7af477b82697fa7414e8cf2168146e86c12a0aab0394da4e6ea611e141cf98,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/bootstrap.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-app-deploy,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,raw/decentralized-web/2026-07-10-polkadot-app-deploy-environments.md,reference-only,394d0c1f8c8b6b8fb5ad32500af956f2b710f9a1,c72d4e11e3c2aeb223e96bca3efa247d9e47d93ea35d3064081232109504a96f,reference-only; repository license recorded,LICENSE,7f7af477b82697fa7414e8cf2168146e86c12a0aab0394da4e6ea611e141cf98,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references DEPLOYMENT.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-app-deploy,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,raw/decentralized-web/2026-07-10-polkadot-app-deploy-telemetry.md,reference-only,394d0c1f8c8b6b8fb5ad32500af956f2b710f9a1,ab1161fb28b0e284af021708c9c58f0e90db4f2c7ec590899b8cfcd849529016,reference-only; repository license recorded,LICENSE,7f7af477b82697fa7414e8cf2168146e86c12a0aab0394da4e6ea611e141cf98,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/telemetry.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-app-deploy,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,raw/decentralized-web/2026-07-10-polkadot-app-deploy-testing.md,reference-only,394d0c1f8c8b6b8fb5ad32500af956f2b710f9a1,81cf74b60ff9c3d1ea1e87d07df7fb7ca13bacadc352b80754fb0aee55533adf,reference-only; repository license recorded,LICENSE,7f7af477b82697fa7414e8cf2168146e86c12a0aab0394da4e6ea611e141cf98,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/testing.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-app-deploy,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,raw/decentralized-web/2026-07-10-polkadot-app-deploy.md,reference-only,394d0c1f8c8b6b8fb5ad32500af956f2b710f9a1,bfb6087969fe85a3eee902e4c33bab985021918816091b9924ede4030ff3beca,reference-only; repository license recorded,LICENSE,7f7af477b82697fa7414e8cf2168146e86c12a0aab0394da4e6ea611e141cf98,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-app-deploy.git,3247994e5dbea171dcc10fd88a15cc7473b1061c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
truapi,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,raw/decentralized-web/2026-07-10-truapi-host-runtime.md,reference-only,07ccbbad38fd2e01d57d46dfe7d0ac089047e50a,ce987942e5cb2c935c5786aa164822f6fd81df8b0845d989ab7c2af20cc7c821,reference-only; repository license recorded,LICENSE,e88af13285f46c4af06ff271b6ef6aec4d24110b8a2a13c96083b6fe50ad7c33,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references js/packages/truapi-host/README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
truapi,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,raw/decentralized-web/2026-07-10-truapi-permission-model.md,reference-only,07ccbbad38fd2e01d57d46dfe7d0ac089047e50a,34fc37b2d5ce184b42962d8298671373587dc2652dee8bb649f770d5fd8bccec,reference-only; repository license recorded,LICENSE,e88af13285f46c4af06ff271b6ef6aec4d24110b8a2a13c96083b6fe50ad7c33,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/rfcs/0002-permission-model.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
truapi,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,raw/decentralized-web/2026-07-10-truapi-protocol-design.md,reference-only,07ccbbad38fd2e01d57d46dfe7d0ac089047e50a,53e20ca6f6f45ff1f7378bba0950ff3480388aa8bed6aa5a4e7974f1d78d17a7,reference-only; repository license recorded,LICENSE,e88af13285f46c4af06ff271b6ef6aec4d24110b8a2a13c96083b6fe50ad7c33,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/design/truapi-protocol.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
truapi,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,raw/decentralized-web/2026-07-10-truapi-release-process.md,reference-only,07ccbbad38fd2e01d57d46dfe7d0ac089047e50a,abf159708e8bc54cb3489c819825bb13450f6e2e6f11f131794ea708c4e547c9,reference-only; repository license recorded,LICENSE,e88af13285f46c4af06ff271b6ef6aec4d24110b8a2a13c96083b6fe50ad7c33,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/RELEASE_PROCESS.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
truapi,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,raw/decentralized-web/2026-07-10-truapi-rust-contract.md,reference-only,07ccbbad38fd2e01d57d46dfe7d0ac089047e50a,13ec73413a6401332a6922e6dfa9f0306f81e23d3c4d21702ad04307fe94bd68,reference-only; repository license recorded,LICENSE,e88af13285f46c4af06ff271b6ef6aec4d24110b8a2a13c96083b6fe50ad7c33,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references rust/crates/truapi/README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
truapi,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,raw/decentralized-web/2026-07-10-truapi-typescript-client.md,reference-only,07ccbbad38fd2e01d57d46dfe7d0ac089047e50a,1df93c8ca1b7734b7a632b46cb32c809712f0795f17201eb801862c5a0bd9576,reference-only; repository license recorded,LICENSE,e88af13285f46c4af06ff271b6ef6aec4d24110b8a2a13c96083b6fe50ad7c33,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references js/packages/truapi/README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
truapi,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,raw/decentralized-web/2026-07-10-truapi.md,reference-only,07ccbbad38fd2e01d57d46dfe7d0ac089047e50a,dd61747539860e1f73c16db665b6188ace6bc666fed400771aaabd2c0421b222,reference-only; repository license recorded,LICENSE,e88af13285f46c4af06ff271b6ef6aec4d24110b8a2a13c96083b6fe50ad7c33,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
statement-store-tools,https://github.com/paritytech/statement-store-tools.git,b1194b620b5b20ad468f4e87a1d3a50cf7e2eba0,raw/developer-tools/2026-05-18-statement-store-tools.md,reference-only,0e942a5b43fb13bd33655bd8916eb19246c2718a,6ff4e33fbe7d520ff68926000c853207d0a599e93b72f809eec5818148da1621,reference-only; repository license recorded,LICENSE,aab56b4a581fc1c50b7c782eacf2fc8be05a47cd98e4bf4d836dd9b6dd9c86f4,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/statement-store-tools.git,b1194b620b5b20ad468f4e87a1d3a50cf7e2eba0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-cli,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,raw/developer-tools/2026-07-10-polkadot-cli-agent-guide.md,reference-only,65de0aae0be240efcf41089e6a2c06abfe889b91,d2430eac3cc54945ad319c8309633ba3c72e4ce7a66afaa316797e828e95402e,not-applicable,not-present,not-present,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references dot-cli/SKILL.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-cli,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,raw/developer-tools/2026-07-10-polkadot-cli-release-process.md,reference-only,65de0aae0be240efcf41089e6a2c06abfe889b91,09d3516cd68165bee37acc196fd11daaac5ec940b7ce2a00e7ce2a42a936bac0,not-applicable,not-present,not-present,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references RELEASE.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-cli,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,raw/developer-tools/2026-07-10-polkadot-cli-scripting-patterns.md,reference-only,65de0aae0be240efcf41089e6a2c06abfe889b91,2fced73e083d6c6d56cd20d8e3b1fd1318b42a3c0c20fea8ad1a57b129e5fbe4,not-applicable,not-present,not-present,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references dot-cli/references/scripting-patterns.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-cli,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,raw/developer-tools/2026-07-10-polkadot-cli.md,reference-only,65de0aae0be240efcf41089e6a2c06abfe889b91,ff7595e0f550665626e176f3148a3d989caa0ace49a3bc06cbc5b9001ce78f0b,not-applicable,not-present,not-present,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
attestation-protocol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,raw/identity/2026-06-08-attestation-protocol-v2.md,reference-only,e700c6e0c4d0092bb83a473a4dc42f73d0e57274,c806809cc4d2ef1cdd4f0ee93a01a9af5b8138dcf280f5b183ec18e4305a16e5,reference-only; repository license recorded,LICENSE,4034496439bed54ec676b5586098eee386d19a46cea8b1248ac0cc7eaeb494f7,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references docs/attestation-protocol-v2.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
