id,layer,capability,owner,status,index_or_version,implementation,evidence,disposition,blocker
ORBIS-API-025,runtime-api,"pallet_bulletin_transaction_storage_runtime_api::BulletinTransactionStorageApi<Block, AccountId, BlockNumber>",Orbis,present,trait,"pallet_bulletin_transaction_storage_runtime_api::BulletinTransactionStorageApi<Block, AccountId, BlockNumber>",origin/orbis/runtime/src/lib.rs,retain and snapshot metadata,
ORBIS-API-026,runtime-api,sp_genesis_builder::GenesisBuilder<Block>,Orbis,present,trait,sp_genesis_builder::GenesisBuilder<Block>,origin/orbis/runtime/src/lib.rs,retain and snapshot metadata,
ORBIS-API-027,runtime-api,cumulus_primitives_core::GetParachainInfo<Block>,Orbis,present,trait,cumulus_primitives_core::GetParachainInfo<Block>,origin/orbis/runtime/src/lib.rs,retain and snapshot metadata,
ORBIS-API-028,runtime-api,frame_try_runtime::TryRuntime<Block>,Orbis,present,trait,frame_try_runtime::TryRuntime<Block>,origin/orbis/runtime/src/lib.rs,retain and snapshot metadata,
ORBIS-API-029,runtime-api,frame_benchmarking::Benchmark<Block>,Orbis,present,trait,frame_benchmarking::Benchmark<Block>,origin/orbis/runtime/src/lib.rs,retain and snapshot metadata,
ORBIS-API-030,runtime-api,"orbis_storage_runtime_api::StorageProviderApi<Block, AccountId, Hash, BlockNumber>",Orbis,present,v4,provider/agreement/root/deletion finalized views,origin/orbis/runtime-api/storage/src/lib.rs;origin/orbis/runtime/src/lib.rs,retain versioned bounded provider API,
ORBIS-API-031,runtime-api,"orbis_storage_runtime_api::DriveRegistryApi<Block, AccountId, Hash, BlockNumber>",Orbis,present,v1,bounded Drive finalized views,origin/orbis/runtime-api/storage/src/lib.rs;origin/orbis/runtime/src/lib.rs,retain versioned bounded Drive API,
ORBIS-API-032,runtime-api,"orbis_storage_runtime_api::S3RegistryApi<Block, AccountId, Hash, BlockNumber>",Orbis,present,v1,bounded S3 finalized views,origin/orbis/runtime-api/storage/src/lib.rs;origin/orbis/runtime/src/lib.rs,retain versioned bounded S3 API,
ORBIS-EXT-01,transaction-extension,PaidMetaScope,Orbis,present,1,outer paid-meta domain,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-02,transaction-extension,StorageWeightReclaim,Orbis,present,2,storage proof/unused weight reclaim,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-03,transaction-extension,OriginPolicyExtensions,Orbis,present,3,actor/policy routing,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-04,transaction-extension,AccountAwareCheckNonZero,Orbis,present,4,nonzero signer,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-05,transaction-extension,CheckSpecVersion,Orbis,present,5,spec compatibility,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-06,transaction-extension,CheckTxVersion,Orbis,present,6,transaction compatibility,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-07,transaction-extension,CheckGenesis,Orbis,present,7,genesis binding,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-08,transaction-extension,CheckMortality,Orbis,present,8,mortality,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-09,transaction-extension,AccountAwareCheckNonce,Orbis,present,9,logical actor nonce,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-10,transaction-extension,CheckWeight,Orbis,present,10,weight,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-11,transaction-extension,AccountAwarePayment,Orbis,present,11,payment/feeless,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-12,transaction-extension,ValidateStorageCalls,Orbis,present,12,recursive Bulletin policy,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-13,transaction-extension,CheckMetadataHash,Orbis,present,13,metadata binding,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
ORBIS-EXT-14,transaction-extension,SetOrigin,Orbis,present,14,Revive execution actor,origin/orbis/runtime/src/lib.rs:2195-2245,retain; any encoding change bumps tx version,
NODE-ORBIS-BINARY,node,origin-orbis binary,Orbis node,present,0.9.9,polkadot-omni-node-lib DefaultRuntimeResolver,origin/orbis/node/src/main.rs,retain,
NODE-ORBIS-CHAINSPEC,cli,orbis-dev/orbis-local/custom JSON chain specs,Orbis node,present,para=1006,ChainSpecLoader,origin/orbis/node/src/chain_spec.rs,retain,
NODE-ORBIS-RPC,rpc,standard omni-node RPC plus runtime APIs,Orbis node,present,SDK-defined,polkadot-omni-node-lib,origin/orbis/node/src/main.rs,retain; custom provider RPC remains gap,
NODE-PROOF-PROVIDER,node,production transaction-storage proof provider,Orbis node,present,SDK-v1.24 TransactionStorageApi v2; omni accepts v>=1,polkadot_omni_node_lib Aura provider registration,origin/orbis/node/src/main.rs;origin/orbis/runtime/src/lib.rs;Cargo.lock,retain SDK-owned provider composition; prove retention in P7,
NODE-PROVIDER-SERVICES,node,provider/Drive/S3 HTTP services and workers,Orbis node,present,v4,origin-orbis-provider,origin/orbis/provider-node,provider-authenticated frontier-verified append-only roots; canonical bounded deletion proofs; deployment hardening belongs to P7,
SDK-01,sdk,dynamic Rust client and metadata discovery,SDK,present,,origin-rs/src/client,origin-rs/src/client,extend,
SDK-02,sdk,typed Entity/Register/Token views and transactions,SDK,present,,origin-rs/src/query;origin-rs/src/tx,origin-rs/src/query;origin-rs/src/tx,retain and conform,
SDK-03,sdk,batching and MetaTx,SDK,present,,origin-rs/src/tx/batch.rs;origin-rs/src/tx/meta.rs,origin-rs/src/tx/batch.rs;origin-rs/src/tx/meta.rs,retain and conform,
SDK-04,sdk,Orbis transaction-extension compatibility envelope,SDK,present,,origin-rs/src/config.rs,origin-rs/src/config.rs,update with runtime metadata,
SDK-05,sdk,TypeScript/Product-SDK surface,SDK,present,v1,product-sdk,product-sdk/src;product-sdk/packages/host/src/network-host.ts;product-sdk/packages/descriptors/generated,exact-finalized typed network host and native domain routes present; activation approval remains separate,
SDK-06,sdk,DotNS typed Rust/TypeScript surface,SDK,present,v1,origin-rs product_sdk plus product-sdk,origin-rs/src/product_sdk;product-sdk/src/dotns.ts,retain and freeze after typed host adapter lands,
SDK-07,sdk,attestation typed Rust/TypeScript surface,SDK,present,v1,origin-rs product_sdk plus product-sdk,origin-rs/src/product_sdk;product-sdk/src/attestation.ts,retain and freeze after typed host adapter lands,
SDK-08,sdk,storage/provider typed Rust/TypeScript surface,SDK,present,v3,origin-rs product_sdk plus product-sdk,origin-rs/src/product_sdk;product-sdk/src/storage.ts;product-sdk/src/provider.ts;product-sdk/src/storage-events.ts,exact finalized reads/writes and 30-variant provider/Drive/S3 event outcomes present; global freeze remains P5/P7,
GAP-PGAS,excluded-capability,PGAS/allowance integration,Orbis,excluded,,not admitted,docs/orbis-native-capability-matrix.md,replan only with an approved enterprise journey,
GAP-ALIAS,excluded-capability,alias account adapter,Orbis,excluded,,not admitted,docs/orbis-native-capability-matrix.md,replan only with an approved enterprise journey,
GAP-DOTNS,delivered-capability,native DotNS registry/resolver,Orbis,present,116,pallet_orbis_dotns,origin/orbis/pallets/dotns;origin/orbis/runtime/src/lib.rs,native pallet/runtime API and CORD SDK; no ABI facade,
GAP-ATTEST,delivered-capability,native schema registry and attestation,Orbis,present,105,pallet_orbis_attestation,origin/orbis/pallets/attestation;origin/orbis/runtime/src/lib.rs,native pallet/runtime API and CORD SDK,
GAP-STORAGE-INIT,excluded-capability,storage initialization,Orbis,excluded,,not admitted,docs/orbis-native-capability-matrix.md,replan only with an approved enterprise journey,
GAP-COINAGE,excluded-capability,Coinage,Orbis,excluded,,not admitted,docs/orbis-native-capability-matrix.md,replan only with approved enterprise issuance policy,
GAP-PROOF-INK,excluded-capability,Proof of Ink,Orbis,excluded,,not admitted,docs/orbis-native-capability-matrix.md,replan only with an approved enterprise journey,
GAP-GAME,excluded-capability,Game,Orbis,excluded,,not admitted,docs/orbis-native-capability-matrix.md,replan only with an approved enterprise journey,
GAP-PROVIDER,delivered-capability,zero-stake Sudo-authorized provider,Orbis,present,120,pallet_orbis_storage_provider,origin/orbis/pallets/storage-provider;origin/orbis/runtime/src/lib.rs,frontier-verified append-only root sequence with runtime-derived root/leaf count plus canonical bounded duplicate-last deletion inclusion proof and typed finalized outcomes,
GAP-DRIVE,delivered-capability,Drive registry/API,Orbis,present,121,pallet_orbis_drive,origin/orbis/pallets/drive;origin/orbis/runtime/src/lib.rs,native bounded pallet/runtime API and CORD SDK,
GAP-S3,delivered-capability,S3 registry/API,Orbis,present,122,pallet_orbis_s3,origin/orbis/pallets/s3;origin/orbis/runtime/src/lib.rs,native bounded pallet/runtime API and CORD SDK,
GAP-XCM-E2E,planned-capability,Broker-to-Origin and XCM production E2E,Orbis,gap,,not present/complete,docs/orbis-native-capability-matrix.md,validate,P1/P7 blocker
GAP-PROOF-E2E,planned-capability,proof retention production E2E,Orbis,gap,,not present/complete,docs/orbis-native-capability-matrix.md,validate,P1/P4 blocker
GAP-WEIGHTS,planned-capability,Orbis-native generated weights for every retained pallet,Orbis,gap,,not present/complete,docs/orbis-native-capability-matrix.md,generate after final diff,P7 blocker
EX-STAKING,exclusion,staking/nomination/elections,Origin/Orbis,excluded,,policy,docs/orbis-native-capability-matrix.md;docs/architecture/origin-orbis-runtime-alignment.csv,keep excluded,
EX-PUBLIC-GOV,exclusion,public governance/treasury,Origin/Orbis,excluded,,policy,docs/orbis-native-capability-matrix.md;docs/architecture/origin-orbis-runtime-alignment.csv,keep excluded,
EX-LEGACY,exclusion,legacy data/client migration,Origin/Orbis,excluded,,policy,docs/orbis-native-capability-matrix.md;docs/architecture/origin-orbis-runtime-alignment.csv,keep excluded,
EX-ABI,exclusion,Solidity ABI compatibility for migrated domains,Origin/Orbis,excluded,,policy,docs/orbis-native-capability-matrix.md;docs/architecture/origin-orbis-runtime-alignment.csv,keep excluded,
MANIFEST-V5,evidence,historical completion manifest,Orbis,present,version=5;evidence_phase=closed,immutable Slice-2 v5 evidence with independent Architect and Critic clearance,docs/evidence/orbis-v5/GATE-6-SLICE2-EVIDENCE.json,retain as historical evidence only,
MANIFEST-CURRENT,evidence,current completion manifest,Origin/Orbis,present,version=17;activation=candidate-pending,clean-break native feature source of truth,docs/orbis-completion-manifest.toml;docs/adr/0017-native-feature-source-of-truth.md,candidate only; P1/P6/P7 validation and approvals remain blocking,P5/P7 approval required
